"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"25 sept. 2025 11:41:07 UTC","25543953872","Commande","402-7625564-9772343","610276CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 7 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - Non-","1","amazon.fr","Vendeur","CASTANET","","82160","","122,32","0","0","0","0","0","0","0","0","-16,96","0","-0,34","0","105,02"
"25 sept. 2025 12:02:56 UTC","25543953872","Commande","402-5267468-4015538","610682","Couverture de pare-brise avant de 06 à 2006 - Pour Fiat Ducato et camping-car XL","1","amazon.fr","Vendeur","LAIFOUR","","08800","","52,56","0","0","0","0","0","0","0","0","-9,35","0","-0,18","0","43,03"
"25 sept. 2025 20:40:54 UTC","25543953872","Commande","404-0750223-5357131","610275CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 6.5 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - No","1","amazon.fr","Vendeur","Fismes","","51170","","107,59","0","0","0","0","0","0","0","0","-15,35","0","-0,31","0","91,93"
"25 sept. 2025 20:47:09 UTC","25543953872","Commande","402-0812966-2433164","610345CT","Campout Housse Protection de Caravane - 5,18-5,79 x 2,50 m - Housses pour Camping-Cars - Imperméables - Tissu SFS 4 Couches - Fermetures éclair YKK","1","amazon.fr","Vendeur","Pierrefiques","","76280","","193,83","0","0","0","0","0","0","0","0","-24,74","0","-0,50","0","168,59"
"25 sept. 2025 21:17:15 UTC","25543953872","Commande","406-5338086-2777919","360176","Nemesis Sabot de Roue, Griffe de Pneu, Sabot antidémarrage","1","amazon.fr","Vendeur","Compiègne","","60200","","199,98","0","0","0","0","0","0","0","0","-25,41","0","-0,50","0","174,07"
"25 sept. 2025 22:10:17 UTC","25543953872","Commande","402-7870291-9578755","361508","ProPlus Vérin stabilisateur compact - Support pivotant - Support relevable - Pied d'appui - Support pour caravane - Capacité de charge 500 kg - 460","1","amazon.fr","Vendeur","St Philbert De Grand Lieu","","44310","","45,48","0","0","0","0","0","0","0","0","-8,26","0","-0,17","0","37,05"
"25 sept. 2025 22:24:07 UTC","25543953872","Commande","406-6156766-5280338","361515","ProPlus Vérin stabilisateur - Support pivotant - Support relevable - Pied d'appui - Support pour Caravane - Capacité de Charge 1000 kg - 605 x 280 m","2","amazon.fr","Vendeur","Losne","","21170","","128,92","0","0","0","0","0","0","0","0","-21,29","0","-0,42","0","107,21"
"25 sept. 2025 22:27:31 UTC","25543953872","Commande","405-2055517-2482749","342643","ProPlus Support de roue de secours pour remorque - Support de roue de rechange pour timon jusqu'à 15 ?","1","amazon.fr","Vendeur","Villers farlay","","39600","","34,78","0","0","0","0","0","0","0","0","-6,31","0","-0,12","0","28,35"
"26 sept. 2025 07:53:33 UTC","25543953872","Commande","402-9369282-2030728","361514","ProPlus Vérin stabilisateur - Support pivotant - Support relevable - Pied d'appui - Support pour Caravane - Capacité de Charge 1000 kg - 605x280mm H","1","amazon.fr","Vendeur","Dorat","","63300","","58,97","0","0","0","0","0","0","0","0","-10,06","0","-0,21","0","48,70"
"26 sept. 2025 08:02:41 UTC","25543953872","Commande","171-7907355-6681133","361515","ProPlus Vérin stabilisateur - Support pivotant - Support relevable - Pied d'appui - Support pour Caravane - Capacité de Charge 1000 kg - 605 x 280 m","1","amazon.fr","Vendeur","Sens","","89100","","64,46","0","0","0","0","0","0","0","0","-10,64","0","-0,21","0","53,61"
"26 sept. 2025 10:50:23 UTC","25543953872","Commande","407-5825565-4477904","343092","ProPlus Jeu de câbles 7 m avec fiche 13 broches et 2 connecteurs 5 broches + 5 m DC, 28","1","amazon.fr","Vendeur","Bantzenheim","","68490","","51,59","0","0","0","0","0","0","0","0","-9,36","0","-0,18","0","42,05"
"26 sept. 2025 11:14:16 UTC","25543953872","Commande","403-9293969-9540363","610272CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 5 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - Non-","1","amazon.fr","Vendeur","Monteux","","84170","","93,94","0","0","0","0","0","0","0","0","-13,86","0","-0,28","0","79,80"
"26 sept. 2025 20:52:13 UTC","25543953872","Commande","406-7341949-1526700","610335CT","Campout Housse Protection de Caravane - 4,27-5,18 x 2,35 m - Housses pour Camping-Cars - Imperméables - Tissu SFS 4 Couches - Fermetures éclair YKK","1","amazon.fr","Vendeur","La Réunion","","47700","","155,30","0","0","0","0","0","0","0","0","-20,55","0","-0,42","0","134,33"
"26 sept. 2025 21:12:29 UTC","25543953872","Commande","407-8335374-8541965","610689V02CT","Campout Rideau Isotherme pour Ford Transit à partir de 2014 - Isolierende Fensterfolie - 7-lagiges Material - Isolierende Fensterfolie - Gegen Hitze","1","amazon.fr","Vendeur","Clenay","Clenay","21490","","64,27","0","0","0","0","0","0","0","0","-10,62","0","-0,21","0","53,44"
